parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_608,EQU_1455,Срок на рынке,лет,20,,,Время присутствия на рынке,High,ГП № 4-2024.pdf,2026-07-03
PAR_609,EQU_1463,Грузоподъёмность,тонны,,186,363,Различные модели самосвала TITAN,High,ГП № 4-2024.pdf,2026-07-03
PAR_610,EQU_1465,грузоподъёмность,т,120,,,грузоподъёмность машины с запасом прочности,High,ГП № 4-2024.pdf,2026-07-03
PAR_611,EQU_1465,мощность двигателя,кВт,1045,,,,High,ГП № 4-2024.pdf,2026-07-03
PAR_612,EQU_1465,рабочий объём двигателя,л,39.2,,,,High,ГП № 4-2024.pdf,2026-07-03
PAR_613,EQU_1465,тормозной путь,м,"18,4",,,со скорости 30 км/ч до полной остановки,High,ГП № 4-2024.pdf,2026-07-03
PAR_614,EQU_1465,объём тормозного аккумулятора,л,15,,,,High,ГП № 4-2024.pdf,2026-07-03
PAR_615,EQU_1465,ёмкость гидроаккумулятора рулевого управления,л,302,,,,High,ГП № 4-2024.pdf,2026-07-03
PAR_616,EQU_1475,Температура работы,°C,,42,50,На глубине 1000 м под землей,High,ГП № 4-2024.pdf,2026-07-03
PAR_617,MAT_1483,Срок службы,лет,,1500,,Использование в аккумуляторах,High,ГП № 4-2024.pdf,2026-07-03
PAR_618,EQU_1497,Время замедления зарядов,мс,,0,50000,Программирование времени замедления зарядов в системе Hitronic,High,ГП № 4-2024.pdf,2026-07-03
PAR_619,EQU_1498,Эффективность работы,,,,,В условиях Крайнего Севера,High,ГП № 4-2024.pdf,2026-07-03
PAR_620,EQU_1499,Эффективность работы,,,,,В условиях Крайнего Севера,High,ГП № 4-2024.pdf,2026-07-03
PAR_621,EXP_1504,диаметр бурения,мм,,130,220,изменение диаметра бурения,High,ГП № 4-2024.pdf,2026-07-03
PAR_622,PRO_1506,Качество воды,,,,,Для использования карьерных и подотвальных вод в технологических нуждах,High,ГП № 4-2024.pdf,2026-07-03
PAR_623,PRO_1521,Водоотдача,,,,,При использовании хвостов обогатительных фабрик в качестве основы для производства закладочного материала,High,ГП № 4-2024.pdf,2026-07-03
PAR_624,PRO_1521,Скорость осаждения твердых частиц,,,,,При различных условиях,High,ГП № 4-2024.pdf,2026-07-03
PAR_625,MAT_1528,Источник,,Полярные области Луны,,,Для производства ракетного топлива,High,ГП № 4-2024.pdf,2026-07-03
PAR_626,EXP_1535,Сроки реализации,год,,2025,2030,Этапы реализации проекта Artemis,High,ГП № 4-2024.pdf,2026-07-03
PAR_627,PRO_1546,Температура,°C,,-,-,Воздействие на продолжительность сезона работ и методы добычи в арктической зоне,High,ГП № 4-2024.pdf,2026-07-03
PAR_628,EXP_1555,Температура воздуха,°C,,,,Средние и экстремальные значения в арктической зоне РФ,High,ГП № 4-2024.pdf,2026-07-03
PAR_629,EXP_1555,Температура морской воды,°C,,,,Средние и экстремальные значения в арктической зоне РФ,High,ГП № 4-2024.pdf,2026-07-03
PAR_630,PRO_1559,Среднегодовая температура,°C,Не указано,Не указано,Не указано,Зависит от конкретного моря в Арктической зоне РФ,High,ГП № 4-2024.pdf,2026-07-03
PAR_631,PRO_1560,температура окружающей среды,°C,,отрицательная,,условия работы в арктическом регионе,High,ГП № 4-2024.pdf,2026-07-03
PAR_632,PRO_1563,Температура,°C,,Низкая,,Влияние низких температур на процесс добычи,High,ГП № 4-2024.pdf,2026-07-03
PAR_633,PRO_1564,Параметры кусковатости взорванной горной массы,,,,,Определены с использованием оборудования компании «Давтех»,High,ГП № 4-2024.pdf,2026-07-03
PAR_634,PRO_1573,Доля затрат на отбойку горной массы,%,,20,35,"Для горнодобывающих предприятий РФ, зависит от крепости горных пород",High,ГП № 4-2024.pdf,2026-07-03
PAR_635,MAT_1579,Содержание негабаритного куска,%,,,3,Качество дробления взорванной горной массы в забое,High,ГП № 4-2024.pdf,2026-07-03
PAR_636,MAT_1583,Длина нанотрубок,мкм,,0.5,2,В составе глинистых наночастиц,High,ГП № 4-2024.pdf,2026-07-03
PAR_637,MAT_1583,Диаметр нанотрубок,нм,200,,,В составе глинистых наночастиц,High,ГП № 4-2024.pdf,2026-07-03
PAR_638,EQU_1595,скорость ветра,м/с,,,,при проверке неизменяемости границ прямого и обратного воздушного потока,High,ГП № 4-2024.pdf,2026-07-03
PAR_639,PRO_1596,Уклон склона,градусы,,20,35,Предпосылки формирования оползней,High,ГП № 4-2024.pdf,2026-07-03
PAR_640,PRO_1596,Абсолютная высота,метры,,,1200,Предпосылки формирования оползней,High,ГП № 4-2024.pdf,2026-07-03
PAR_641,PRO_1596,Протяженность склона,метры,,200,400,Предпосылки формирования оползней,High,ГП № 4-2024.pdf,2026-07-03
PAR_642,EXP_1601,Скорость ветра,м/с,,"0,1",3,Эксперимент с разными скоростями ветра для верификации трехмерного моделирования,High,ГП № 4-2024.pdf,2026-07-03
PAR_643,PRO_1618,Количество поступающего воздуха,м³/с,,,,При прямоточной схеме проветривания,High,ГП № 4-2024.pdf,2026-07-03
PAR_644,FAC_1619,Длина карьера,м,,,,"В направлении, перпендикулярном направлению ветра",High,ГП № 4-2024.pdf,2026-07-03
PAR_645,FAC_1619,Средняя скорость ветра,м/с,,,,,High,ГП № 4-2024.pdf,2026-07-03
PAR_646,EQU_1333,угол наклона траектории движения ковша,градусы,,60,80,Отработка уступа,High,ГП № 4-2024.pdf,2026-07-03
PAR_647,EQU_1333,напорное усилие,,,,,Отработка уступа,High,ГП № 4-2024.pdf,2026-07-03
PAR_648,FAC_1623,Высота над поверхностью,Глубины карьера,Не менее семи глубин карьера,7,,Для проектирования вентиляции,High,ГП № 4-2024.pdf,2026-07-03
PAR_649,EQU_753,Угол наклона траектории движения ковша,°,,60,80,При оценке нагруженности приводов подъёма и напора,High,ГП № 4-2024.pdf,2026-07-03
PAR_650,EQU_753,Усилие подъёма,,,,,"Влияет на усилие напора, необходимое для обеспечения процесса экскавации",High,ГП № 4-2024.pdf,2026-07-03
PAR_651,EQU_753,Усилие напора,,,,,Определяется для основных и промежуточных положений рабочего органа,High,ГП № 4-2024.pdf,2026-07-03
PAR_652,EQU_1628,Угол наклона траектории движения ковша,градусы,,60,80,Различные положения траектории движения ковша относительно горизонта,High,ГП № 4-2024.pdf,2026-07-03
PAR_653,EQU_1628,Усилия в канатах подъемной лебёдки,Н,145 275,,,Точка разгрузки (15 с),High,ГП № 4-2024.pdf,2026-07-03
PAR_654,EQU_1344,Угол наклона траектории,градусы,,60,80,Влияние на усилие напора и крутящий момент,High,ГП № 4-2024.pdf,2026-07-03
PAR_655,EQU_1344,Усилие напора,,,,,Зависит от угла наклона траектории и положения траектории относительно экскаватора,High,ГП № 4-2024.pdf,2026-07-03
PAR_656,EQU_1632,непотопляемость,,,,,в условиях неосушенных торфяных месторождений,High,ГП № 4-2024.pdf,2026-07-03
PAR_657,EQU_1632,энергоэффективность,,,,,,High,ГП № 4-2024.pdf,2026-07-03
